id,type,contour_coordinates,center_coordinates,rotation
section_1,new_mask,"[[4371.465606611093, 3933.9719504747704], [4372.40169980567, 3926.4044146036235], [4373.337845859802, 3918.836826019475], [4374.273965494867, 3911.2692637811456], [4375.210085122795, 3903.7017015499337], [4376.146204750719, 3896.1341393187245], [4377.082324378645, 3888.566577087516], [4378.018444006571, 3880.999014856306], [4378.954563634497, 3873.431452625094], [4379.8906832624225, 3865.863890393886], [4380.826802890348, 3858.2963281626767], [4381.762922518274, 3850.7287659314666], [4382.6990421462, 3843.1612037002574], [4383.635161774125, 3835.593641469048], [4384.571281402052, 3828.0260792378353], [4385.507401029977, 3820.4585170066252], [4386.443520657904, 3812.8909547754142], [4387.379640285839, 3805.323392544205], [4388.315759941833, 3797.755830309386], [4389.251817849647, 3790.188276014944], [4391.1914791864965, 3782.4916654791627], [4394.44254242191, 3774.626422331166], [4399.3718571601075, 3767.1734114866326], [4405.003086341314, 3759.7419908285333], [4410.623533087856, 3752.275832157469], [4416.242450361076, 3744.804756370849], [4421.8503751530225, 3737.2983407613224], [4427.68111539102, 3730.5082564517948], [4433.2938358864485, 3723.0172585907762], [4438.909382090986, 3715.535345126363], [4444.613297825934, 3708.3375316277247], [4450.358247409284, 3701.271638202354], [4455.969557924691, 3693.7761073844035], [4461.5714175316425, 3686.250192759317], [4467.394567773772, 3679.4357073065935], [4473.018716601878, 3671.9814504908977], [4478.639002686381, 3664.514775307594], [4484.258402552405, 3657.0452099893414], [4490.103863692664, 3652.287997114456], [4496.277513189456, 3649.6784374139993], [4502.0849203642265, 3647.9763894040793], [4508.250200803325, 3645.388385701502], [4514.372815178031, 3642.9060066593615], [4520.499724695311, 3640.4129945067566], [4526.625333771833, 3637.923201742095], [4532.740072635745, 3635.4603194162614], [4538.867630683682, 3632.9657017527747], [4545.043023840846, 3630.3526628746745], [4550.954667326112, 3628.3925660930095], [4557.124526874649, 3625.793226287937], [4562.831983504782, 3624.3386171237694], [4568.905523221669, 3621.9777273678806], [4575.018640333939, 3619.5256135775403], [4577.330828459653, 3622.9930276806667], [4576.573528022031, 3630.3822533618127], [4576.7005000529625, 3636.889670275204], [4576.832147098494, 3643.394183321319], [4574.895082563326, 3651.090450524171], [4572.953619407561, 3658.7872927568264], [4571.0285529179155, 3666.482026499368], [4569.034988768313, 3674.185568552322], [4567.42517866317, 3681.8397625728344], [4566.198441916786, 3689.4446960922346], [4564.276341428435, 3697.1390484281687], [4562.330525383035, 3704.836450415554], [4560.412231290758, 3712.530313276106], [4558.398994610119, 3720.236385076038], [4556.92346564443, 3727.873311872961], [4553.652547540982, 3735.733389169844], [4548.038463393377, 3743.219397855201], [4542.422345988793, 3750.6994749796963], [4536.809537014264, 3758.190188388488], [4531.349491802283, 3766.172023335564], [4525.786214666466, 3773.821977079992], [4520.164062895123, 3781.282654250696], [4514.546863560849, 3788.759253054061], [4508.929568765914, 3796.235544960123], [4503.31391813267, 3803.717122695795], [4497.759802549514, 3811.396529994929], [4492.284543315174, 3819.3294532502446], [4486.671449023506, 3826.8192493904994], [4481.055322263423, 3834.2992964218915], [4475.439571328468, 3841.780551696725], [4469.810832351477, 3849.2200516031503], [4464.425232811887, 3857.4412225847195], [4458.796071677809, 3864.8793652946874], [4453.179570640968, 3872.358209060501], [4447.562331184743, 3879.834678875452], [4441.40245292658, 3885.5666145241125], [4435.293877382137, 3891.4634837097524], [4428.86742188588, 3896.3383978955912], [4422.627711095332, 3901.8136792470773], [4416.3112773872945, 3907.0423034291493], [4409.930560888618, 3912.0642643129563], [4403.767438068167, 3917.7857689903244], [4397.318035120204, 3922.5869092156786], [4391.217949114588, 3928.5110714928073], [4384.781106299937, 3933.3525919805847], [4378.574091682417, 3938.9059627157453], [4374.807559818084, 3937.273307231692]]","[4468.7951972973, 3769.7306638894]",120.6510348003
section_2,new_mask,"[[467.535787957358, 3604.7955311285473], [461.38081870221913, 3602.8044615782032], [455.22584570870185, 3600.8133397004563], [449.0708745836164, 3598.822243975806], [442.9159034590348, 3596.8311482582235], [436.7609323344532, 3594.840052540643], [430.6059612098725, 3592.8489568230616], [424.45099008529087, 3590.85786110548], [418.29601896070744, 3588.866765387898], [412.14104783612856, 3586.875669670317], [405.98607671154787, 3584.8845739527364], [399.83110558696626, 3582.8934782351544], [393.67613446238465, 3580.902382517573], [387.52116333780396, 3578.911286799992], [381.3661922132219, 3576.920191082409], [375.21122108863983, 3574.9290953648283], [369.05624996405777, 3572.937999647246], [362.9012788394857, 3570.9469039296564], [356.74630773529543, 3568.9558081882014], [350.59129177006616, 3566.964764967549], [345.1654097899577, 3564.1200924113], [340.6922862806905, 3560.1599887954053], [338.0148620564014, 3554.873190845575], [335.9500478998043, 3549.007315495926], [333.8442447624784, 3543.144815285603], [331.73263696182585, 3537.2827955064313], [329.5793104424588, 3531.4242286334656], [328.27161419388585, 3525.495672026827], [326.1364883518381, 3519.6355987501743], [324.01208665483136, 3513.774637875148], [322.22306543190643, 3507.885918781344], [320.5897760711541, 3501.984310329229], [318.449299066036, 3496.1246799488295], [316.2729539269185, 3490.2680182430786], [314.93645208890575, 3484.3418457700323], [312.8446991109322, 3478.47818267959], [310.7382862296604, 3472.6157329359135], [308.6284723160152, 3466.7535549849613], [309.19899194911113, 3461.13894570491], [312.01781057521066, 3455.596543188263], [315.3602436306687, 3450.5037029820787], [318.1917785016244, 3444.9717047751087], [321.0842232433447, 3439.4920634925315], [323.9705362599411, 3434.0071514998895], [326.85870577957985, 3428.523835320675], [329.7623935630818, 3423.053858335217], [332.6477807403908, 3417.5681505093726], [335.46487874311197, 3412.0237426550043], [338.6585045239399, 3406.8029906574884], [341.4835022800344, 3401.2653732754206], [344.96862424486153, 3396.2951856523823], [347.9311272108912, 3390.875765397394], [350.8433287976841, 3385.408862116916], [355.9784796166746, 3384.0462329024976], [362.1207920814759, 3385.8603075421], [368.2005773380438, 3386.7990138514247], [374.2816456393962, 3387.7333743034196], [379.7094056076521, 3390.575836604009], [385.133978533584, 3393.4220417225874], [390.5704639042251, 3396.2543004215668], [395.9571846264662, 3399.1448207907106], [401.62270881594486, 3401.7089336361983], [407.5665419435868, 3403.9472179250483], [413.0051821617317, 3406.776953848953], [418.42659264737176, 3409.6268613811067], [423.86799827330196, 3412.453359720068], [429.24042658611734, 3415.360612843491], [435.00350851909616, 3417.810510993733], [439.4551225548548, 3421.7862639686787], [441.58451763881203, 3427.646668494458], [443.7067515293297, 3433.5078087947145], [445.8415415750601, 3439.3679098640027], [448.5561013996821, 3445.180025502995], [450.8788749219775, 3451.024567865464], [452.9782071395384, 3456.887603649883], [455.0963348704872, 3462.749083798202], [457.2141003086681, 3468.610593932171], [459.3381056773437, 3474.4715876098508], [461.69564916912213, 3480.313252188747], [464.35246866165744, 3486.1301467844555], [466.48617587038143, 3491.990337476214], [468.6083742401506, 3497.851480712604], [470.73199894328036, 3503.712505896581], [472.8063313657376, 3509.5776108228706], [475.8034277703787, 3515.3663419394857], [477.8761580201972, 3521.2315794717624], [479.99693593298525, 3527.092840274196], [482.11491139290183, 3532.954333025432], [482.1734614173238, 3538.986276909665], [482.42671575180384, 3545.0021058282], [481.47355053820183, 3551.117785693164], [481.22911974519957, 3557.174806194744], [480.69350976043916, 3563.255926536157], [479.91393341419734, 3569.357239083613], [479.96016965995386, 3575.3902021343997], [478.91991416538485, 3581.5130901443194], [479.20538803902673, 3587.526252369063], [478.21280135751704, 3593.645195142628], [478.0676547506523, 3599.687609110273], [473.388207438521, 3602.5516235256446]]","[398.9926762554, 3497.6668200295]",57.3880664561
section_3,new_mask,"[[3649.704337015033, 4199.134336297686], [3645.2448272227575, 4203.912705374185], [3640.7852691469325, 4208.6910556684725], [3636.325735203097, 4213.4694153500595], [3631.8662012657824, 4218.247775034185], [3627.4066673284697, 4223.02613471831], [3622.947133391157, 4227.804494402435], [3618.4875994538434, 4232.5828540865605], [3614.028065516529, 4237.361213770686], [3609.568531579217, 4242.13957345481], [3605.1089976419044, 4246.917933138935], [3600.6494637045907, 4251.69629282306], [3596.189929767278, 4256.474652507185], [3591.7303958299653, 4261.25301219131], [3587.27086189265, 4266.031371875435], [3582.811327955337, 4270.809731559561], [3578.3517940180227, 4275.588091243686], [3573.8922600807064, 4280.3664509278], [3569.432726131002, 4285.144810583168], [3564.9732194417647, 4289.923233501704], [3560.07064385376, 4293.673429597715], [3554.5891154398605, 4296.080045245818], [3548.707908909698, 4296.283377314737], [3542.5775944463685, 4295.681401130982], [3536.4324127366126, 4295.118302949679], [3530.2851277918617, 4294.560711528629], [3524.1227266764026, 4294.042697764919], [3518.2667273853585, 4292.722452625806], [3512.1109210205004, 4292.187172268286], [3505.959000393561, 4291.6417181434335], [3499.9286000015036, 4290.77809572648], [3493.9546267837513, 4289.7667338182855], [3487.796881502817, 4289.236529994871], [3481.6261399254226, 4288.740353504046], [3475.759703348177, 4287.447435612354], [3469.6196125095257, 4286.871008345122], [3463.474209868248, 4286.308488615031], [3457.327566265717, 4285.7491912576415], [3452.5706109019575, 4282.846244222263], [3448.8585758480276, 4277.919951646417], [3445.7757159195608, 4272.706007239248], [3442.078502851834, 4267.772511044997], [3438.4545336748415, 4262.805579491821], [3434.8231911214234, 4257.842013836942], [3431.1940810059423, 4252.877429088691], [3427.5836315444485, 4247.904325873472], [3423.951175672768, 4242.941268441127], [3420.2366023252243, 4238.015697101499], [3416.974802216151, 4232.883437728431], [3413.269728292358, 4227.953529963754], [3410.35845124931, 4222.661259094768], [3406.818727143709, 4217.655870513602], [3403.214731179776, 4212.676293229981], [3404.239439236414, 4207.406947056024], [3408.5356270635384, 4202.565058931538], [3412.0240996482007, 4197.4089592254695], [3415.5092572003023, 4192.249843840867], [3420.4106812485534, 4188.496994474746], [3425.314052297811, 4184.7486444084725], [3430.2101845809248, 4180.9834953809295], [3435.1365570783364, 4177.288524602296], [3439.8935105831906, 4173.200384380083], [3444.4813456032944, 4168.719772100601], [3449.3761684618985, 4164.95158430097], [3454.281461218713, 4161.207693919191], [3459.1746036369477, 4157.435606333624], [3464.1096611251805, 4153.760790751383], [3468.8073326552276, 4149.535074516825], [3474.2934325903807, 4147.154747769748], [3480.4470349472194, 4147.695404086432], [3486.5981701044, 4148.242914764607], [3492.7538547983477, 4148.778513684919], [3499.1196106358284, 4148.764097399769], [3505.343408407284, 4149.1213604111545], [3511.4862454731174, 4149.69059741568], [3517.635892819746, 4150.242003518123], [3523.7854088948598, 4150.793753319975], [3529.9371859179973, 4151.339583433051], [3536.173582081982, 4151.6638609170695], [3542.5184165502706, 4151.704221651646], [3548.6737088939835, 4152.240847836298], [3554.8248311773605, 4152.78839221064], [3560.9764702718758, 4153.334583452988], [3567.110249025708, 4153.927537229137], [3573.5783778819523, 4153.645084525449], [3579.711576111843, 4154.239558248559], [3585.8621837132996, 4154.788450180098], [3592.0117758867345, 4155.340000738815], [3597.415165218964, 4157.845284219258], [3602.889102824928, 4160.165855879594], [3607.92591186146, 4163.630931996308], [3613.2195205029693, 4166.423646906629], [3618.407624601102, 4169.49259729664], [3623.507331037945, 4172.792993362713], [3628.9062586516447, 4175.3099586619555], [3633.911511792062, 4178.857655467992], [3639.3971236792067, 4181.147661139716], [3644.4196490429968, 4184.650135619309], [3649.743535544534, 4187.345951444396], [3650.2561505326876, 4192.8358742598575]]","[3524.2989220651, 4216.3087913574]",352.201771443
section_4,new_mask,"[[1672.672123113065, 4101.054155590347], [1668.785582864787, 4095.90065421854], [1664.8990693030646, 4090.747107961145], [1661.0125424034736, 4085.5935841374476], [1657.126015500276, 4080.440060319811], [1653.2394885970787, 4075.286536502176], [1649.3529616938815, 4070.1330126845423], [1645.4664347906844, 4064.9794888669076], [1641.579907887486, 4059.825965049271], [1637.6933809842897, 4054.672441231638], [1633.8068540810928, 4049.518917414004], [1629.9203271778956, 4044.3653935963694], [1626.0338002746983, 4039.2118697787346], [1622.1472733715011, 4034.0583459611007], [1618.2607464683033, 4028.904822143463], [1614.3742195651057, 4023.7512983258293], [1610.487692661908, 4018.5977745081937], [1606.6011657587233, 4013.444250690557], [1602.7146388857163, 4008.290726865107], [1598.8280455947956, 4003.137220233296], [1596.0209537281735, 3997.704262546543], [1594.6244419999757, 3991.90615086847], [1595.4457789932978, 3986.0533638676425], [1597.09560903379, 3980.0786177226682], [1598.7101042684576, 3974.0831397789952], [1600.319594159093, 3968.08472790668], [1601.893110123252, 3962.06522958226], [1604.1958105429055, 3956.473149518788], [1605.7850208967275, 3950.462850607062], [1607.3834786487682, 3944.457972143947], [1609.2711339813886, 3938.622609536563], [1611.2930764333855, 3932.8659605750854], [1612.8776724952825, 3926.8529569531665], [1614.4313395724157, 3920.821824018726], [1616.7092010183744, 3915.21518435945], [1618.3358116632762, 3909.2268079767236], [1619.9497811173546, 3903.231021842278], [1621.5608233823195, 3897.233508756366], [1625.2163734055698, 3892.974187313205], [1630.6638550295836, 3890.062236589207], [1636.2827641694612, 3887.8175655552022], [1641.7347008114966, 3884.9214005774347], [1647.2065441066848, 3882.102907459869], [1652.6763834224903, 3879.276595207395], [1658.1468294833371, 3876.452650355198], [1663.6223472459028, 3873.6484942893876], [1669.0918839775566, 3870.8210014128426], [1674.5391023411828, 3867.9064266371606], [1680.109378064561, 3865.4719975682156], [1685.5591782371503, 3862.567496505252], [1691.2247211702036, 3860.5047814223935], [1696.7194607929614, 3857.7756263774254], [1702.2001729806334, 3854.9788598881405], [1707.1609830580328, 3856.808506082728], [1711.1377795823141, 3861.8101773004964], [1715.5610158293218, 3866.0609781831745], [1719.9877675731186, 3870.308964429376], [1722.7976464473861, 3875.7411928650117], [1725.6028002289165, 3881.1746522613266], [1728.4255906851256, 3886.6035460466082], [1731.1747033126758, 3892.051512846967], [1734.3365915701122, 3897.3926242207126], [1737.9105232945499, 3902.627069703207], [1740.7365040573386, 3908.055137612283], [1743.5369757625908, 3913.4898090633997], [1746.367050781997, 3918.9168170902867], [1749.095003133713, 3924.3702616613273], [1752.4013278518814, 3929.6739830072474], [1753.7714111005403, 3935.4725517485804], [1752.1773404257642, 3941.4798372247114], [1750.5770133785095, 3947.483619987386], [1748.9875134685283, 3953.4937491730707], [1747.8979473063487, 3959.7969191819157], [1746.4705449864553, 3965.902063379969], [1744.8504698972013, 3971.8942706395155], [1743.2466021229754, 3977.8959779677352], [1741.6424219447797, 3983.8975021774577], [1740.0436224400005, 3989.9021803190253], [1738.646202160888, 3996.0248987695677], [1737.5068466828977, 4002.29888430716], [1735.9164130458007, 4008.3084661799976], [1734.316055371265, 4014.31223098585], [1732.7169276197242, 4020.3167167225192], [1731.0752952818611, 4026.296287999986], [1730.2293595683236, 4032.74226426572], [1728.5863456817815, 4038.721025735561], [1726.984763151435, 4044.7240725807687], [1725.380764074354, 4050.7257029445964], [1722.0009285984584, 4055.6864102613326], [1718.7889860672885, 4060.7455295915433], [1714.5367515649705, 4065.1948720925357], [1710.895656635613, 4070.0024397469897], [1707.0034787593377, 4074.6628327932694], [1702.9009294186067, 4079.199914646045], [1699.5104758081652, 4084.1543980443093], [1695.1831436168222, 4088.559721335345], [1691.9989838980077, 4093.6351258197765], [1687.7127563036058, 4098.064543111271], [1684.160904374609, 4102.917074373107], [1678.718472413245, 4102.574966345705]]","[1677.6656629861, 3974.2680747462]",92.2554601879
section_5,new_mask,"[[1793.8958480255928, 1683.1637057036792], [1788.536116179274, 1686.7837076676522], [1783.1763418679861, 1690.4036800745157], [1777.8165887805767, 1694.0236672539431], [1772.4568356989025, 1697.6436544373641], [1767.0970826172293, 1701.263641620786], [1761.737329535557, 1704.8836288042066], [1756.3775764538836, 1708.503615987628], [1751.0178233722095, 1712.1236031710505], [1745.658070290538, 1715.7435903544706], [1740.2983172088648, 1719.363577537892], [1734.9385641271915, 1722.9835647213126], [1729.5788110455192, 1726.603551904734], [1724.219057963846, 1730.2235390881551], [1718.8593048821708, 1733.8435262715766], [1713.4995518004976, 1737.4635134549985], [1708.1397987188234, 1741.0835006384195], [1702.7800456371501, 1744.7034878218283], [1697.4202925498616, 1748.3234749743283], [1692.0605518145871, 1751.943530154018], [1686.500051794404, 1754.4579280614048], [1680.6772239553734, 1755.5275682987988], [1674.9548932123512, 1754.3560419500564], [1669.1698397325686, 1752.3413661142129], [1663.361852593161, 1750.3611315177313], [1657.5506195855828, 1748.3857758530296], [1651.716058184194, 1746.445485576683], [1646.3543587637346, 1743.794426734924], [1640.5299748697375, 1741.838838437971], [1634.711587734188, 1739.8742362901103], [1629.0807396222704, 1737.6277403800882], [1623.5369741035179, 1735.250348833889], [1617.7095979306764, 1733.2992582927882], [1611.8621649109123, 1731.3783156106606], [1606.4843578976283, 1728.7514684228483], [1600.684227367225, 1726.7594243964345], [1594.8758992697144, 1724.7797023017347], [1589.065661934083, 1722.8028328155558], [1585.1142774939285, 1718.86470038257], [1582.6182223052879, 1713.1972855368126], [1580.7930372373808, 1707.3959642751302], [1578.3128805667807, 1701.724978418759], [1575.9108103668382, 1696.0384538257167], [1573.50087929364, 1690.3534934990366], [1571.0933282578421, 1684.6680595592716], [1568.70567164048, 1678.9786667502333], [1566.2945536410675, 1673.2939426147113], [1563.7958889015122, 1667.6266397524205], [1561.7799328745136, 1661.8632807678937], [1559.2913956209027, 1656.1939625969871], [1557.6491377799898, 1650.3562399274567], [1555.3368825176162, 1644.651842981231], [1552.9568848269805, 1638.957641367519], [1555.1091879779055, 1634.0589805839852], [1560.3252767062372, 1630.3390125238861], [1564.830989400191, 1626.124584457745], [1569.3341675595361, 1621.9064441835878], [1574.894141588758, 1619.38919128515], [1580.4550020391157, 1616.8767784216075], [1586.0125825285272, 1614.346301554665], [1591.5838651843837, 1611.8912876979884], [1597.0783822719727, 1609.0134968382065], [1602.49626995462, 1605.7136788781904], [1608.0532571296976, 1603.1799344049332], [1613.6149883282965, 1600.6723170625344], [1619.1712140777631, 1598.13437913061], [1624.7464319963242, 1595.7010382540007], [1630.2140879505664, 1592.6753113191962], [1636.0355262103417, 1591.6323660355183], [1641.856595826041, 1593.5926822698677], [1647.6737707641964, 1595.5591065032836], [1653.4979668866367, 1597.5149770435214], [1659.6463603511052, 1598.9835398935747], [1665.5756736177386, 1600.781406693202], [1671.3800423292573, 1602.7670802224436], [1677.194921170319, 1604.7369557598809], [1683.0095974234632, 1606.707135811382], [1688.8277629389918, 1608.6720710808581], [1694.7765189777406, 1610.4407130499867], [1700.8926250362888, 1611.9578077636918], [1706.7162156547988, 1613.9145884493362], [1712.5333707274535, 1615.8810425362717], [1718.3513233813196, 1617.8462977624854], [1724.1417126350957, 1619.8529841020704], [1730.4480957216551, 1621.0840695029442], [1736.237589067901, 1623.0921024995582], [1742.0539498453104, 1625.0597505080054], [1747.8687435390152, 1627.0297540321835], [1752.531941760521, 1630.7307443870332], [1757.304015301333, 1634.2680820109904], [1761.401479669507, 1638.8194385520692], [1765.8952562011077, 1642.7750901322615], [1770.2262103099843, 1646.9754834436244], [1774.4207426031394, 1651.3809351909804], [1779.0770551702713, 1655.0922755144857], [1783.1258201432124, 1659.7168331177804], [1787.9159102991075, 1663.2270895971335], [1791.9913309622648, 1667.8115807283184], [1796.5357247846282, 1671.6798129398092], [1795.8187958111089, 1677.1515743337004]]","[1669.0442626517, 1670.7002691185]",5.7007232199
section_6,new_mask,"[[930.853782820539, 901.6294551409153], [924.455756585905, 900.7569581467071], [918.0577178606036, 899.8844110617581], [911.6596853781043, 899.0118890120282], [905.2616528972908, 898.1393669690644], [898.8636204164782, 897.2668449261016], [892.4655879356665, 896.3943228831388], [886.0675554548538, 895.521800840176], [879.6695229740394, 894.6492787972122], [873.2714904932286, 893.7767567542498], [866.8734580124169, 892.904234711287], [860.4754255316043, 892.0317126683233], [854.0773930507917, 891.1591906253605], [847.67936056998, 890.2866685823976], [841.2813280891655, 889.4141465394334], [834.8832956083529, 888.5416244964711], [828.4852631275394, 887.6691024535073], [822.087230646735, 886.796580410535], [815.6891981819899, 885.9240583409203], [809.2911303682527, 885.0515949028238], [803.4675956603305, 883.226183654119], [798.3948035439994, 880.1555618556915], [794.8675199710019, 875.4900174975089], [791.8462042509468, 870.157741406171], [788.7850810109744, 864.8357828206542], [785.7183208346046, 859.5152877360704], [782.6110474099828, 854.2053109824712], [780.3249696055805, 848.6821297164768], [777.23537094618, 843.3675641175312], [774.15618655557, 838.0502946937693], [771.402691755241, 832.6484674757623], [768.8004289147425, 827.2073763656178], [765.7056337151653, 821.8941599285379], [762.5760067982724, 816.5899867439109], [760.2619557475209, 811.0740680864876], [757.2144766848796, 805.7485671051929], [754.1527613196922, 800.4267622517066], [751.0877415631121, 795.1058054805574], [750.7046219987351, 789.5641795977647], [752.5483141735785, 783.7061230605489], [754.9834602688343, 778.1939344335822], [756.8414297613485, 772.3437795789816], [758.7682109142679, 766.5339174488438], [760.688064878183, 760.7199990974739], [762.6100161878217, 754.9073088486227], [764.549498933492, 749.1048841465897], [766.4683069497178, 743.2903533396886], [768.3099666904322, 737.4306482964705], [770.5770008618424, 731.8200216017733], [772.4275851847237, 725.9655423550005], [775.0239311108794, 720.5477444297223], [777.029859146855, 714.7842271346942], [778.9782456961802, 708.9833191470454], [783.8071879907866, 706.7795714006527], [790.1629534187182, 707.4826409340856], [796.3097772406836, 707.3477566724966], [802.4571333745125, 707.2084384166744], [808.2821459194097, 709.0313839546313], [814.104649135711, 710.8585060777211], [819.9365389594518, 712.6700591357428], [825.7292159106778, 714.5466525206505], [831.741580635638, 716.0588613629186], [837.97324346202, 717.2073319914973], [843.8068312332643, 719.0160687534014], [849.626842553635, 720.8473240594983], [855.4626093733887, 722.6524465483747], [861.2440243856968, 724.5477195181054], [867.3332614154019, 725.9324248914056], [872.387500152141, 729.0219163533441], [875.471509562839, 734.3377881130675], [878.5485887867844, 739.6556040986677], [881.6378613527686, 744.9702543602505], [885.2901511375121, 750.1387301797884], [888.5619753610695, 755.4059851117051], [891.6168146597006, 760.7295751773929], [894.6899063717169, 766.0484264247036], [897.7626462594862, 771.3673690150688], [900.8414457737481, 776.6847383631055], [904.1470352817823, 781.9432269172746], [907.7432531525246, 787.1262605166974], [910.8314741702866, 792.4411837885352], [913.9085188992271, 797.7590087261294], [916.9869487473475, 803.0764740494558], [920.0175106248003, 808.4063671879028], [923.94417304032, 813.50360847876], [926.9731790402234, 818.8339055649474], [930.048844356561, 824.1520886352243], [933.1217881974462, 829.4709782738644], [934.1948140999548, 835.3091005026301], [935.4569182937439, 841.0981329117405], [935.5474626661207, 847.1913338214083], [936.326262440647, 853.1058450817334], [936.8222967025977, 859.0937698890223], [937.081414058367, 865.1432047095361], [938.1424819912318, 870.9844315494622], [938.1484525731894, 877.0995900941973], [939.4418453163062, 882.8804991527129], [939.4941073348709, 888.9836393323378], [940.3682469805817, 894.8669240654924], [936.2409162997501, 898.4479922481403]]","[845.3034110374, 809.5455218763]",47.1064446143
section_7,new_mask,"[[1460.4918269801167, 751.0482718456688], [1454.8675365793954, 748.0494907643024], [1449.2432516908982, 745.050657687806], [1443.618964047407, 742.0518505983382], [1437.994676403169, 739.0530435158926], [1432.370388758931, 736.0542364334478], [1426.7461011146945, 733.055429351004], [1421.121813470457, 730.0566222685593], [1415.4975258262182, 727.0578151861137], [1409.873238181982, 724.0590081036703], [1404.2489505377455, 721.0602010212265], [1398.6246628935085, 718.0613939387808], [1393.0003752492705, 715.062586856337], [1387.376087605034, 712.0637797738927], [1381.7517999607956, 709.0649726914467], [1376.127512316558, 706.0661656090024], [1370.5032246723197, 703.0673585265572], [1364.878937028093, 700.0685514441061], [1359.2546494078108, 697.0697443416893], [1353.6303090864274, 694.0709811769448], [1348.8625285707024, 690.3580917349486], [1345.2140127558503, 685.7120596075379], [1343.5395504398846, 680.0685707276325], [1342.5606337432453, 673.9606615346952], [1341.54135671045, 667.8491093309954], [1340.5163636102886, 661.7370436361662], [1339.4502885402164, 655.6212874248336], [1339.216936967218, 649.5803372613273], [1338.1687847792725, 643.4661911162207], [1337.1311930547706, 637.3529936492027], [1336.4238629243403, 631.2694645711358], [1335.8698877356067, 625.1997118271602], [1334.8164660588798, 619.0850923080816], [1333.727723700042, 612.9672998262563], [1333.4660061945526, 606.92380146601], [1332.4605648748168, 600.8134921662186], [1331.4406874044755, 594.7018860237763], [1330.4174625053004, 588.58996950044], [1331.9516743322704, 583.1758987659391], [1335.6547566135548, 578.2142355310439], [1339.787371562217, 573.7826865683492], [1343.5009749596709, 568.8333933757549], [1347.2645333973107, 563.9458262484009], [1351.0230629197501, 559.0520452305809], [1354.7831150473587, 554.1601455930149], [1358.5558944305856, 549.2839721646101], [1362.3136646288265, 544.3892529012246], [1366.0154276739106, 539.4253293858278], [1370.0259987996835, 534.8429791344561], [1373.7342408028119, 529.8870612294168], [1377.983881613067, 525.6001132214915], [1381.8048980217993, 520.7835434533631], [1385.5854013345236, 515.9118317337106], [1390.80593802107, 515.4458063648308], [1396.448861699788, 518.2687144128095], [1402.184008199846, 520.2218144749809], [1407.9211586612826, 522.1708666949935], [1412.6911473966172, 525.8819054057881], [1417.4573900845146, 529.5960769527283], [1422.2376270737007, 533.2985812529419], [1426.959402383099, 537.0498258996809], [1432.0087057581006, 540.5280056691772], [1437.3849562441262, 543.7336049116584], [1442.1677246689562, 547.4339987174253], [1446.930252237337, 551.1512676174561], [1451.716269361589, 554.8489529356088], [1456.4212544737613, 558.6141958120202], [1461.5851650195389, 561.9968263135547], [1465.2100772818424, 566.6545685592137], [1466.2526111674035, 572.7680673287509], [1467.2880681717763, 578.881073031243], [1468.3358896886318, 584.9951894711735], [1469.9546320138477, 591.1605934386507], [1471.1875678334939, 597.2913392512796], [1472.2004727116102, 603.4023190248904], [1473.231886228996, 609.5149614850452], [1474.2629429832552, 615.6275718960983], [1475.3001444285458, 621.7407343031678], [1476.5673195269658, 627.8745559328418], [1478.1292028052465, 634.0348520816956], [1479.1759580123323, 640.1488727318238], [1480.2113800387685, 646.2618752883636], [1481.2482066285768, 652.3750040210398], [1482.2364932810644, 658.4837722656484], [1484.1334598575752, 664.6741699515937], [1485.120168791232, 670.782796464991], [1486.1541920409857, 676.8956733652285], [1487.1854556114379, 683.0083023552002], [1486.188726559302, 688.9387506889939], [1485.3837300640141, 694.8864229330848], [1483.3907274865007, 700.7273730297679], [1482.0956419840984, 706.6310191093107], [1480.5138215300155, 712.5089069286591], [1478.691758349629, 718.3652130237765], [1477.6829034628506, 724.2945720574967], [1475.6041398549762, 730.1278179837545], [1474.8308711351185, 736.0783404289837], [1472.799048751773, 741.9158033632284], [1471.6028479980744, 747.8219611953173], [1466.5622399556612, 749.8389683865425]]","[1412.6968348604, 634.266894242]",67.7422382006
